Cluster ID,confidence_score,﻿Id,id_2,Source,Account_Name,Billing,Industry,canonical_Id,canonical_id_2,canonical_Source,canonical_Account_Name,canonical_Billing,canonical_Industry
2601,,2098,1834_CV,_CV,Burg F. W. Lüling KG,,Manufacturing,,,,,,
2602,,2099,1835_CV,_CV,"Burke County, NC",NC,Government,,,,,,
2603,,2100,1836_CV,_CV,Burlington Community College,NJ,Education,,,,,,
2604,,2101,1837_CV,_CV,Burlington Northern Santa Fe Corporation,TX,Transportation,,,,,,
2605,,2102,1838_CV,_CV,Burlington Unified School District 244,KS,Education,,,,,,
2606,,2103,1839_CV,_CV,Burnbrae Farms Limited,Ontario,Wholesale & Retail,,,,,,
2607,,2104,1840_CV,_CV,"Burnett, Duckworth & Palmer",Alberta,Legal,,,,,,
2608,,2105,1841_CV,_CV,Burns & Levinson LLP,MA,Legal,,,,,,
2609,,2106,1842_CV,_CV,Burr & Forman Limited Liability Partnership,AL,Legal,,,,,,
2610,,2107,1843_CV,_CV,BurrellesLuce,NJ,Consulting,,,,,,
2611,,2108,1844_CV,_CV,Burson-Marsteller AG,,Consulting,,,,,,
2612,,2109,1845_CV,_CV,Burton Snowboards Corporation,VT,Manufacturing,,,,,,
2613,,2110,1846_CV,_CV,Burundi Bank,,Banking & Insurance,,,,,,
2614,,2111,1847_CV,_CV,Busey Bank,IL,Banking & Insurance,,,,,,
2615,,2112,1848_CV,_CV,Bush Brothers & Company,TN,Manufacturing,,,,,,
2616,,2113,1849_CV,_CV,Business Connect,NB,Communications,,,,,,
2617,,2114,1850_CV,_CV,BUSINESS CONNEXION INTERNATIONAL HOLDINGS (PTY) LTD,NA,Technology,,,,,,
2618,,2115,1851_CV,_CV,Business Lease Nederland,UT,Transportation,,,,,,
2619,,2116,1852_CV,_CV,Bussan Auto Finance India Pvt. Ltd.,DL,Other,,,,,,
2620,,2117,1853_CV,_CV,BusyInternet Ghana Ltd,DL,Technology,,,,,,
2621,,2118,1854_CV,_CV,Butler County Community College,PA,Education,,,,,,
2622,,2119,1855_CV,_CV,Butler University,IN,Education,,,,,,
2623,,2120,1856_CV,_CV,Button International,Taiwan,Wholesale & Retail,,,,,,
2624,,2121,1857_CV,_CV,BVA SASU,,Wholesale & Retail,,,,,,
2625,,2122,1858_CV,_CV,BWAY Holding Corporation,GA,Manufacturing,,,,,,
2626,,2123,1859_CV,_CV,BWB Consulting,,Construction,,,,,,
2627,,2124,1860_CV,_CV,BWO Systems AG,,Technology,,,,,,
2628,,2125,1861_CV,_CV,BWT AG,Vienna,Manufacturing,,,,,,
2629,,2126,1862_CV,_CV,BWT AQUA AG,Basel-Landschaft,Healthcare,,,,,,
2630,,2127,1863_CV,_CV,BWT Wassertechnik GmbH,,Manufacturing,,,,,,
2631,,2128,1864_CV,_CV,"BWX Technologies, Inc.",VA,Consulting,,,,,,
2632,,2129,1865_CV,_CV,BYK ALTANA AG,,Chemicals,,,,,,
2633,,2130,1866_CV,_CV,Byline Bank,IL,Banking & Insurance,,,,,,
2634,,2131,1867_CV,_CV,Byrnecut Australia Pty Ltd (formerly Byrnecut Mining),WA,Other,,,,,,
2635,,2132,1868_CV,_CV,ByrneWallace,County Dublin,Legal,,,,,,
2636,,2133,1869_CV,_CV,Byron Shire Council,NSW,Government,,,,,,
2637,,2134,1870_CV,_CV,Bystronic Sales AG,BERN,Wholesale & Retail,,,,,,
2638,,2135,1871_CV,_CV,BYU Idaho,ID,Education,,,,,,
2639,,2136,1872_CV,_CV,BZK i Wspólnicy Sp. z o.o.,,Agriculture,,,,,,
2640,,2137,1873_CV,_CV,C B Norwood Distributors,,Agriculture,,,,,,
2641,,2138,1874_CV,_CV,C Brewer & Sons Ltd.,East Sussex,Construction,,,,,,
2642,,2139,1875_CV,_CV,C D Waelzholz GmbH & Co. KG,,Technology,,,,,,
2643,,2140,1876_CV,_CV,c-trace GmbH,,Technology,,,,,,
2644,,2141,1877_CV,_CV,C. Thywissen GmbH,,Manufacturing,,,,,,
2645,,2142,1878_CV,_CV,"C.A. SHEA & COMPANY, INC",NJ,Banking & Insurance,,,,,,
2646,,2143,1879_CV,_CV,"C.G.S.I., C.A.",NA,,,,,,,
2647,,2144,1880_CV,_CV,C.H. Coeur du Bourbonnais,,Healthcare,,,,,,
2648,,2145,1881_CV,_CV,C.H. Guenther & Son,TX,Wholesale & Retail,,,,,,
2649,,2146,1882_CV,_CV,"C&S Wholesale Grocers, Inc.",NH,Wholesale & Retail,,,,,,
2650,,2147,1883_CV,_CV,CA DEPT OF FINANCE,CA,Government,,,,,,
2651,,2148,1884_CV,_CV,CA DEPT OF JUSTICE,CA,Government,,,,,,
2652,,2149,1885_CV,_CV,CA Dept of Water Resources,CA,Wholesale & Retail,,,,,,
217,0.00038308295,2150,1886_CV,_CV,CA Office of Inspector General,CA,Government,b'2150',b'1886_cv',b'_cv',b'ca office of inspector general',b'ca',b'government'
217,0.00038308295,2151,1887_CV,_CV,CA Office of Technology (OTECH),CA,Government,b'2150',b'1886_cv',b'_cv',b'ca office of inspector general',b'ca',b'government'
2653,,2152,1888_CV,_CV,CAA Québec,Quebec,Recreation,,,,,,
2654,,2153,1889_CV,_CV,Cabell Huntington Hospital Inc,WV,Healthcare,,,,,,
2655,,2154,1890_CV,_CV,Cabinet Office,Hampshire,Government,,,,,,
2656,,2155,1891_CV,_CV,"Cable & Wireless Communications, Inc.",FL,Communications,,,,,,
2657,,2156,1892_CV,_CV,Cable Price NZ Ltd,,Construction,,,,,,
2658,,2157,1893_CV,_CV,Cabot Credit Management,Kent,Banking & Insurance,,,,,,
2659,,2158,1894_CV,_CV,Cabrillo College,CA,Education,,,,,,
2660,,2159,1895_CV,_CV,Cacanska Banka (HalkBank Serbia),,Banking & Insurance,,,,,,
2661,,2160,1896_CV,_CV,Cache Creek Casino,CA,Recreation,,,,,,
2662,,2161,1897_CV,_CV,CACI International Inc,VA,Technology,,,,,,
2663,,2162,1898_CV,_CV,Cactus SA,NA,Wholesale & Retail,,,,,,
2664,,2163,1899_CV,_CV,CAD Middle East Pharmaceutical Industries LLC.,,Healthcare,,,,,,
2665,,2164,1900_CV,_CV,CADE - Conselho Administrativos de Defesa Econômica,DISTRITO FEDERAL,Government,,,,,,
2666,,2165,1901_CV,_CV,Caesar Rodney School District,DE,Education,,,,,,
2667,,2166,1902_CV,_CV,Caesars Bally Atlantic City,NJ,Recreation,,,,,,
2668,,2167,1903_CV,_CV,Caesars Entertainment Inc,NJ,Media,,,,,,
2669,,2168,1904_CV,_CV,CAF (Corporacion Andina de Fomento),NA,Banking & Insurance,,,,,,
2670,,2169,1905_CV,_CV,Café De Coral Holdings Limited,Hong Kong,Other,,,,,,
2671,,2170,1906_CV,_CV,Caffé Moak Spa,RAGUSA,Manufacturing,,,,,,
2672,,2171,1907_CV,_CV,Cairn Energy plc,SCO,Chemicals,,,,,,
2673,,2172,1908_CV,_CV,CAISSE EPARGNE MIDI PYRENEES,,Banking & Insurance,,,,,,
2674,,2173,1909_CV,_CV,Caisse Nationale De Prévoyance Sociale (Cnps) - Siège Social,,Consulting,,,,,,
2675,,2174,1910_CV,_CV,Caisse Nationale Des Caisses D 'epargne Et De Prevoyance Cnce,,Media,,,,,,
2676,,2175,1911_CV,_CV,Caja Rural Granada,Granada,Banking & Insurance,,,,,,
2677,,2176,1912_CV,_CV,Calderdale & Huddersfield Hospial Trust,Huddersfield,Healthcare,,,,,,
2678,,2177,1913_CV,_CV,Caldic B.V.,ZH,Banking & Insurance,,,,,,
2679,,2178,1914_CV,_CV,"Caleres, Inc.",MO,Wholesale & Retail,,,,,,
2680,,2179,1915_CV,_CV,Calgary Catholic School District (CSSD),Alberta,Education,,,,,,
2681,,2180,1916_CV,_CV,Calgary Co-Op,Alberta,Wholesale & Retail,,,,,,
2682,,2181,1917_CV,_CV,Caliber Home Loans,TX,Banking & Insurance,,,,,,
218,4.614612e-07,2182,1918_CV,_CV,CALIBRE GROUP LIMITED,WA,Other,b'2182',b'1918_cv',b'_cv',b'calibre group limited',b'wa',b'other'
218,4.614612e-07,2183,1919_CV,_CV,Calibre Systems Inc.,VA,Technology,b'2182',b'1918_cv',b'_cv',b'calibre group limited',b'wa',b'other'
2683,,2184,1920_CV,_CV,Calico Life Sciences LLC,CA,Consulting,,,,,,
2684,,2185,1921_CV,_CV,CALIDA AG,NA,Wholesale & Retail,,,,,,
2685,,2186,1922_CV,_CV,California Eastern Labs,CA,Technology,,,,,,
2686,,2187,1923_CV,_CV,California Highway Patrol,CA,Government,,,,,,
2687,,2188,1924_CV,_CV,California Housing Finance Agency (CalHFA),CA,Government,,,,,,
2688,,2189,1925_CV,_CV,California Institute of Technology,CA,Healthcare,,,,,,
2689,,2190,1926_CV,_CV,California State Polytechnic Univ. Pomona,CA,Education,,,,,,
2690,,2191,1927_CV,_CV,California State Teachers Retirement,CA,Banking & Insurance,,,,,,
2691,,2192,1928_CV,_CV,California State University - East Bay,CA,Education,,,,,,
219,0.7354196906089783,2193,1929_CV,_CV,California State University Sacramento,CA,Education,b'2193',b'1929_cv',b'_cv',b'california state university sacramento',b'ca',b'education'
219,0.7354196906089783,2194,1930_CV,_CV,"California State University, Chico",CA,Education,b'2193',b'1929_cv',b'_cv',b'california state university sacramento',b'ca',b'education'
2692,,2195,1931_CV,_CV,California Teachers Association,CA,Other,,,,,,
2693,,2196,1932_CV,_CV,California Unemployment Insurance Appeals Board (CUIAB),CA,Banking & Insurance,,,,,,
2694,,2197,1933_CV,_CV,Calik Holding,ISTANBUL,Other,,,,,,
2695,,2198,1934_CV,_CV,Callcredit Information Group Limited,West Yorkshire,Recreation,,,,,,
2696,,2199,1935_CV,_CV,Calliden Group,NSW,Banking & Insurance,,,,,,
2697,,2200,1936_CV,_CV,Calligo Limited,CHANNEL ISLANDS,Technology,,,,,,
2698,,2201,1937_CV,_CV,Callison Architecture,WA,Other,,,,,,
2699,,2202,1938_CV,_CV,CalOptima,CA,Healthcare,,,,,,
2700,,2203,1939_CV,_CV,Calsoft Pvt. Ltd,MH,Technology,,,,,,
2701,,2204,1940_CV,_CV,"Calsonic Kansei Mexicana, S.A. de C.V.",AG,Technology,,,,,,
2702,,2205,1941_CV,_CV,Calsun holding - Grand Frais,,Consulting,,,,,,
2703,,2206,1942_CV,_CV,Calvary Christian College,QLD,Education,,,,,,
2704,,2207,1943_CV,_CV,Calvary Health Care (Newcastle) Limited,NSW,Healthcare,,,,,,
2705,,2208,1944_CV,_CV,Calvert Memorial Hospital,MD,Healthcare,,,,,,
2706,,2209,1945_CV,_CV,CALYX Engineers + Consultants,NC,Construction,,,,,,
2707,,2210,1946_CV,_CV,CAM IT Solutions B.V.,UT,Technology,,,,,,
220,0.21997689,2211,1947_CV,_CV,Câmara Municipal de Santos,SAO PAULO,Government,b'2211',b'1947_cv',b'_cv',b'camara municipal de santos',b'sao paulo',b'government'
220,0.21997689,2212,1948_CV,_CV,Câmara Municipal do Seixal,Setúbal,Government,b'2211',b'1947_cv',b'_cv',b'camara municipal de santos',b'sao paulo',b'government'
2708,,2213,1949_CV,_CV,Camberwell Grammar School,VIC,Education,,,,,,
2709,,2214,1950_CV,_CV,Cambian Group,,Healthcare,,,,,,
2710,,2215,1951_CV,_CV,"Cambiar Investors, LLC",CO,Banking & Insurance,,,,,,
2711,,2216,1952_CV,_CV,Cambium Learning Group,TX,Media,,,,,,
2712,,2217,1953_CV,_CV,Cambridge Health Alliance,MA,Healthcare,,,,,,
2713,,2218,1954_CV,_CV,Cambridge Memorial Hospital,Ontario,Healthcare,,,,,,
2714,,2219,1955_CV,_CV,"Cambridge Systematics, Inc.",MA,Consulting,,,,,,
221,0.027304133,2220,1956_CV,_CV,Campbell & Company,MD,Banking & Insurance,b'2220',b'1956_cv',b'_cv',b'campbell & company',b'md',b'banking & insurance'
221,0.027304133,2221,1957_CV,_CV,Campbell Soup Company (Parent),NJ,Manufacturing,b'2220',b'1956_cv',b'_cv',b'campbell & company',b'md',b'banking & insurance'
2715,,2222,1958_CV,_CV,Campbelltown City Council,NSW,Government,,,,,,
2716,,2223,1959_CV,_CV,Campus Door,PA,Consulting,,,,,,
2717,,2224,1960_CV,_CV,Canada Cartage Diversified Income Fund,Ontario,Other,,,,,,
222,0.001861025,2225,1961_CV,_CV,Canada Drives,British Columbia,Banking & Insurance,b'2225',b'1961_cv',b'_cv',b'canada drives',b'british columbia',b'banking & insurance'
222,0.001861025,2226,1962_CV,_CV,Canada Drugs,Manitoba,Wholesale & Retail,b'2225',b'1961_cv',b'_cv',b'canada drives',b'british columbia',b'banking & insurance'
2718,,2227,1963_CV,_CV,Canada Health Infoway,Quebec,Other,,,,,,
2719,,2228,1964_CV,_CV,Canada Mortgage And Housing Corporation,Ontario,Government,,,,,,
2720,,2229,1965_CV,_CV,Canadian Air Transport Security Authority,Ontario,Government,,,,,,
2721,,2230,1966_CV,_CV,Canadian Broadcasting Corporation,Ontario,Media,,,,,,
2722,,2231,1967_CV,_CV,Canadian Coast Guard,Ontario,Government,,,,,,
2723,,2232,1968_CV,_CV,Canadian Light Source Inc,Saskatchewan,Healthcare,,,,,,
2724,,2233,1969_CV,_CV,Canadian Natural Resources Limited,Alberta,Chemicals,,,,,,
2725,,2234,1970_CV,_CV,Canadian Nuclear Laboratories,Ontario,Chemicals,,,,,,
2726,,2235,1971_CV,_CV,Canadian Radio-Television And Telecommunications Commission,Quebec,Government,,,,,,
2727,,2236,1972_CV,_CV,Canal de Isabel II,MD,Construction,,,,,,
2728,,2237,1973_CV,_CV,Canal Digital AS,,Communications,,,,,,
2729,,2238,1974_CV,_CV,Canandaigua City School District,NY,Education,,,,,,
2730,,2239,1975_CV,_CV,CANANDAIGUA NATIONAL CORPORATION,NY,Banking & Insurance,,,,,,
2731,,2240,1976_CV,_CV,Canara HSBC Oriental Bank of Commerce Life Insurance Company Limited,HARYANA,Banking & Insurance,,,,,,
2732,,2241,1977_CV,_CV,CANBERRA GRAMMAR SCHOOL,ACT,Education,,,,,,
2733,,2242,1978_CV,_CV,Canberra Institute of Technology (CIT),ACT,Education,,,,,,
2734,,2243,1979_CV,_CV,Cancer Council of SA,SA,Consulting,,,,,,
2735,,2244,1980_CV,_CV,CANCOM GmbH (SP),,Technology,,,,,,
2736,,2245,1981_CV,_CV,Candor Gurgaon One Realty Projects Private Limited,HARYANA,Consulting,,,,,,
2737,,2246,1982_CV,_CV,Canfield Scientific,NJ,Construction,,,,,,
2738,,2247,1983_CV,_CV,Cannex Financial Exchanges Ltd,Ontario,Technology,,,,,,
2739,,2248,1984_CV,_CV,"Cannon Cochran Management Services, Inc.",IL,Consulting,,,,,,
2740,,2249,1985_CV,_CV,Cannon Memorial Hospital,SC,Healthcare,,,,,,
2741,,2250,1986_CV,_CV,Canon Bretagne,,Manufacturing,,,,,,
2742,,2251,1987_CV,_CV,"Canon Business Process Services, Inc.",NY,Wholesale & Retail,,,,,,
2743,,2252,1988_CV,_CV,"Canon Electronic Business Machines (H.K.) Co., Limited",Hong Kong,Technology,,,,,,
2744,,2253,1989_CV,_CV,Canon Europa N.V.,NH,Manufacturing,,,,,,
223,0.9965136,2254,1990_CV,_CV,Canon IT Solutions,TK,Technology,b'2254',b'1990_cv',b'_cv',b'canon it solutions',b'tk',b'technology'
223,0.9965136,2255,1991_CV,_CV,Canon IT Solutions,Tokyo,Technology,b'2254',b'1990_cv',b'_cv',b'canon it solutions',b'tk',b'technology'
2745,,2256,1992_CV,_CV,CANON RESEARCH CENTRE FRANCE,,Manufacturing,,,,,,
2746,,2257,1993_CV,_CV,"Canon USA, Inc.",NJ,Wholesale & Retail,,,,,,
2747,,2258,1994_CV,_CV,Canterbury Christ Church University,Kent,Education,,,,,,
2748,,2259,1995_CV,_CV,Canterbury District Health Board,Canterbury,Government,,,,,,
2749,,2260,1996_CV,_CV,Canyons School District,UT,Education,,,,,,
2750,,2261,1997_CV,_CV,CAP Agency,MN,Other,,,,,,
2751,,2262,1998_CV,_CV,Cap Gemini BPO,,Technology,,,,,,
2752,,2263,1999_CV,_CV,Cape Regional Medical Center,NJ,Healthcare,,,,,,
2753,,2264,2000_CV,_CV,Capgemini - Netherlands,UT,Consulting,,,,,,
2754,,2265,2001_CV,_CV,Capilano University,British Columbia,Education,,,,,,
2755,,2266,2002_CV,_CV,Capita (Northgate Technologies),Herts,Other,,,,,,
2756,,2267,2003_CV,_CV,Capita Customer Solutions Limited,NA,Other,,,,,,
2757,,2268,2004_CV,_CV,Capita Life & Pensions Services Ltd.,Gloucestershire,Banking & Insurance,,,,,,
2758,,2269,2005_CV,_CV,Capital & Coast District Health Board,Wellington,Manufacturing,,,,,,
2759,,2270,2006_CV,_CV,Capital Bank - GRAWE GRUPPE AG,,Banking & Insurance,,,,,,
2760,,2271,2007_CV,_CV,"Capital City Bank Group, Inc.",FL,Banking & Insurance,,,,,,
2761,,2272,2008_CV,_CV,Capital Finance ( Westpac ),NSW,Banking & Insurance,,,,,,
2762,,2273,2009_CV,_CV,Capital Maharaja Organisation Limited,Colombo 02,Other,,,,,,
2763,,2274,2010_CV,_CV,Capital Motors Inc Mercedes-Benz Taiwan Ltd.,Taiwan,Transportation,,,,,,
2764,,2275,2011_CV,_CV,Capital One Financial Corp.,VA,Banking & Insurance,,,,,,
2765,,2276,2012_CV,_CV,Capital Region Medical Center,MO,Healthcare,,,,,,
2766,,2277,2013_CV,_CV,Capitol Indemnity Corporation,WI,Banking & Insurance,,,,,,
2767,,2278,2014_CV,_CV,Capitol Wholesale Meats,IL,Manufacturing,,,,,,
2768,,2279,2015_CV,_CV,Capquest,Hampshire,Banking & Insurance,,,,,,
2769,,2280,2016_CV,_CV,Capral Aluminium,NSW,Manufacturing,,,,,,
2770,,2281,2017_CV,_CV,CaptionCall,UT,Communications,,,,,,
2771,,2282,2018_CV,_CV,Carac,,Banking & Insurance,,,,,,
2772,,2283,2019_CV,_CV,Carante Groep,ZH,Healthcare,,,,,,
2773,,2284,2020_CV,_CV,"Caraustar Industries, Inc",GA,Manufacturing,,,,,,
2774,,2285,2021_CV,_CV,CARBOCLORO S.A.,SAO PAULO,Chemicals,,,,,,
2775,,2286,2022_CV,_CV,Carbon Creek Energy,TX,Other,,,,,,
2776,,2287,2023_CV,_CV,CARBOTERMO SPA,,Manufacturing,,,,,,
2777,,2288,2024_CV,_CV,CARD MRI Information Technology Inc,Laguna,Banking & Insurance,,,,,,
2778,,2289,2025_CV,_CV,CARDIF DO BRASIL SEGUROS E GARANTIAS S/A,SAO PAULO,Banking & Insurance,,,,,,
2779,,2290,2026_CV,_CV,Cardif Vie - Cardif Leven,,Banking & Insurance,,,,,,
15,1.3129839e-05,2291,2027_CV,_CV,Cardinal Bank N.A.,VA,Banking & Insurance,b'45',b'46 lw',b'lw',"b'cardinal health, inc.'",b'ohio',b'healthcare & pharmaceuticals'
2780,,2292,2028_CV,_CV,Cardiocentro Ticino,TICINO,Healthcare,,,,,,
2781,,2293,2029_CV,_CV,Cardno TBE,FL,Construction,,,,,,
2782,,2294,2030_CV,_CV,Care Schadeservice B.V.,ZH,Other,,,,,,
2783,,2295,2031_CV,_CV,Care Wisconsin (was Elder Care),WI,Other,,,,,,
2784,,2296,2032_CV,_CV,CAREL INDUSTRIES S.r.l.,PADOVA,Manufacturing,,,,,,
2785,,2297,2033_CV,_CV,CareNow,TX,Healthcare,,,,,,
2786,,2298,2034_CV,_CV,CarePoint Health,NJ,Healthcare,,,,,,
2787,,2299,2035_CV,_CV,CareSource Management Group,OH,Consulting,,,,,,
2788,,2300,2036_CV,_CV,CareSpot,TN,Healthcare,,,,,,
2789,,2301,2037_CV,_CV,"Carestream Dental, LLC",GA,Consulting,,,,,,
2790,,2302,2038_CV,_CV,"Caretek, Inc.",CO,Wholesale & Retail,,,,,,
2791,,2303,2039_CV,_CV,Carewise Health Inc.,KY,Healthcare,,,,,,
2792,,2304,2040_CV,_CV,Careworks,OH,Healthcare,,,,,,
2793,,2305,2041_CV,_CV,Carey Color,OH,Media,,,,,,
2794,,2306,2042_CV,_CV,Carf International,AZ,Consulting,,,,,,
2795,,2307,2043_CV,_CV,"Cargill, Incorporated",MN,Agriculture,,,,,,
2796,,2308,2044_CV,_CV,Cargo Services Far East Limited Shenzhen Branch,Guangdong,Transportation,,,,,,
2797,,2309,2045_CV,_CV,Caribou Coffee Company Inc,MN,Hospitality,,,,,,
2798,,2310,2046_CV,_CV,Carigali Hess Operating Company Sdn Bhd,NA,Chemicals,,,,,,
2799,,2311,2047_CV,_CV,Carillion Energy Services,,Utilities,,,,,,
2800,,2312,2048_CV,_CV,Carinska Uprava Republike Hrvatske (Customs Croatia),NA,Government,,,,,,
2801,,2313,2049_CV,_CV,Caritas Trägergesellschaft West,,Hospitality,,,,,,
2802,,2314,2050_CV,_CV,Caritas Verein Altenoythe e.V.,,Healthcare,,,,,,
2803,,2315,2051_CV,_CV,Caritas-Krankenhaus Bad Mergentheim GmbH,,Healthcare,,,,,,
2804,,2316,2052_CV,_CV,Caritasverband der Diözese Regensburg,Bayern,Healthcare,,,,,,
2805,,2317,2053_CV,_CV,Caritasverband Dortmund e.V.,,Other,,,,,,
2806,,2318,2054_CV,_CV,Carl Zeiss (Shanghai)Co.Ltd,Shanghai,Wholesale & Retail,,,,,,
2807,,2319,2055_CV,_CV,"Carl Zeiss Meditec, Inc.",CA,Healthcare,,,,,,
16,0.9965488910675049,2320,2056_CV,_CV,CARL ZEISS VISION,,Healthcare,b'2320',b'2056_cv',b'_cv',b'carl zeiss vision',b'na',b'healthcare'
16,0.9965488910675049,2321,2057_CV,_CV,Carl Zeiss Vision GmbH / Airbus DS,NA,Healthcare,b'2320',b'2056_cv',b'_cv',b'carl zeiss vision',b'na',b'healthcare'
2808,,2322,2058_CV,_CV,Carleton University,Ontario,Education,,,,,,
2809,,2323,2059_CV,_CV,Carlisle Area School District,PA,Education,,,,,,
2810,,2324,2060_CV,_CV,Carlsberg (China) Group,Guangdong,Manufacturing,,,,,,
2811,,2325,2061_CV,_CV,Carlsberg Brewery Hong Kong Limited,Hong Kong,Wholesale & Retail,,,,,,
2812,,2326,2062_CV,_CV,Carlsberg IT,,Technology,,,,,,
2813,,2327,2063_CV,_CV,Carlson Real Estate Company,MN,Consulting,,,,,,
2814,,2328,2064_CV,_CV,CARLSON WAGON LIT,,Other,,,,,,
224,0.8908387,2329,2065_CV,_CV,Carlson Wagonlit Travel,Singapore,Wholesale & Retail,b'2329',b'2065_cv',b'_cv',b'carlson wagonlit travel',b'singapore',b'wholesale & retail'
224,0.8908387,2330,2066_CV,_CV,Carlson Wagonlit Travel,MN,Recreation,b'2329',b'2065_cv',b'_cv',b'carlson wagonlit travel',b'singapore',b'wholesale & retail'
2815,,2331,2067_CV,_CV,"Carlton Fields, PA",FL,Legal,,,,,,
2816,,2332,2068_CV,_CV,Carmarthenshire County Council,NA,Government,,,,,,
225,0.9869133,2333,2069_CV,_CV,Carnegie Mellon University,SA,Education,b'2333',b'2069_cv',b'_cv',b'carnegie mellon university',b'sa',b'education'
225,0.9869133,2334,2070_CV,_CV,Carnegie-Mellon University,PA,Education,b'2333',b'2069_cv',b'_cv',b'carnegie mellon university',b'sa',b'education'
2817,,2335,2071_CV,_CV,Carollo Engineers,AZ,Construction,,,,,,
2818,,2336,2072_CV,_CV,CarrierComm,CA,Consulting,,,,,,
2819,,2337,2073_CV,_CV,Carsales.com.au Limited,VIC,Wholesale & Retail,,,,,,
2820,,2338,2074_CV,_CV,Carter Holt Harvey,,Manufacturing,,,,,,
2821,,2339,2075_CV,_CV,Carthos Services Llp,Ontario,Consulting,,,,,,
2822,,2340,2076_CV,_CV,Casas Bahia,SAO PAULO,Wholesale & Retail,,,,,,
2823,,2341,2077_CV,_CV,Cascade Corporation,OR,Manufacturing,,,,,,
2824,,2342,2078_CV,_CV,Cascades Inc,Quebec,Manufacturing,,,,,,
2825,,2343,2079_CV,_CV,Cascadia Community College,WA,Education,,,,,,
2826,,2344,2080_CV,_CV,CASH CONVERTERS(STORES) PTY LTD,WA,Wholesale & Retail,,,,,,
2827,,2345,2081_CV,_CV,Cashman Equipment Company,NV,Wholesale & Retail,,,,,,
2828,,2346,2082_CV,_CV,Casino Arizona,AZ,Recreation,,,,,,
2829,,2347,2083_CV,_CV,Casino di Campione,,Recreation,,,,,,
2830,,2348,2084_CV,_CV,Casino Queen Inc.,IL,Recreation,,,,,,
2831,,2349,2085_CV,_CV,"Cass Information Systems, Inc.",MO,Other,,,,,,
2832,,2350,2086_CV,_CV,Cassa Depositi e Prestiti Spa,,Banking & Insurance,,,,,,
2833,,2351,2087_CV,_CV,Cassa per i servizi energetici ambientali,ROMA,Government,,,,,,
2834,,2352,2088_CV,_CV,CASSA RISPARMIO FERRARA SPA,FERRARA,Banking & Insurance,,,,,,
2835,,2353,2089_CV,_CV,Cassels Brock & Blackwell LLP,Ontario,Legal,,,,,,
2836,,2354,2090_CV,_CV,Cast & Crew Entertainment Services,CA,Consulting,,,,,,
2837,,2355,2091_CV,_CV,CAT Telecom Public Company Limited,Bangkok (Krung Thep Maha Nakhon),Consulting,,,,,,
2838,,2356,2092_CV,_CV,Catalyst Corporate Federal Credit Union,TX,Banking & Insurance,,,,,,
2839,,2357,2093_CV,_CV,Catella Bank SA,,Banking & Insurance,,,,,,
2840,,2358,2094_CV,_CV,"Cathay Century Insurance Co., Ltd.",Taiwan,Banking & Insurance,,,,,,
2841,,2359,2095_CV,_CV,Cathedral Corporation,NY,Media,,,,,,
226,9.48449e-05,2360,2096_CV,_CV,Catholic Charities,IL,Healthcare,b'2360',b'2096_cv',b'_cv',b'catholic charities',b'il',b'healthcare'
227,0.6039154529571533,2361,2097_CV,_CV,Catholic Education Office Sydney,NSW,Education,b'2361',b'2097_cv',b'_cv',"b'catholic education office, act'",b'nsw',b'education'
2842,,2362,2098_CV,_CV,Catholic Education Office Toowoomba,QLD,Other,,,,,,
227,0.4781169692675272,2363,2099_CV,_CV,Catholic Education Office Wollongong,NSW,Education,b'2361',b'2097_cv',b'_cv',"b'catholic education office, act'",b'nsw',b'education'
227,0.6259723504384358,2364,2100_CV,_CV,"Catholic Education Office, ACT",ACT,Education,b'2361',b'2097_cv',b'_cv',"b'catholic education office, act'",b'nsw',b'education'
227,0.5586451888084412,2365,2101_CV,_CV,"Catholic Education Office, Bathurst",NSW,Education,b'2361',b'2097_cv',b'_cv',"b'catholic education office, act'",b'nsw',b'education'
2843,,2366,2102_CV,_CV,"Catholic Education Office, Diocese of Parramatta",NSW,Education,,,,,,
2844,,2367,2103_CV,_CV,Catholic Education Services,Alberta,Healthcare,,,,,,
2845,,2368,2104_CV,_CV,Catholic Health System,NY,Healthcare,,,,,,
226,9.48449e-05,2369,2105_CV,_CV,Catholic Knights,WI,Banking & Insurance,b'2360',b'2096_cv',b'_cv',b'catholic charities',b'il',b'healthcare'
2846,,2370,2106_CV,_CV,"CATHOLIC UNIVERSITY OF KOREA, INCHEON ST. MARY?S HOSPITAL",Bupyeong-gu,,,,,,,
2847,,2371,2107_CV,_CV,CAV Power,SA,Wholesale & Retail,,,,,,
2848,,2372,2108_CV,_CV,"Cavaliers Operating Company, LLC",OH,Recreation,,,,,,
2849,,2373,2109_CV,_CV,"Cavium Networks, Inc.",CA,Wholesale & Retail,,,,,,
2850,,2374,2110_CV,_CV,Cayman Islands Health Services Authority,,Healthcare,,,,,,
2851,,2375,2111_CV,_CV,CBC - COMPANHIA BRASILEIRA DE CARTUCHOS,SAO PAULO,Manufacturing,,,,,,
2852,,2376,2112_CV,_CV,CBL CONSULTING HR PATH,,Consulting,,,,,,
2853,,2377,2113_CV,_CV,CBR,ZH,Government,,,,,,
2854,,2378,2114_CV,_CV,CBRE,NA,Consulting,,,,,,
